peer,KPI,sort,Product,Hierarchy1,average,Value,Rank,last,group,Code
Data Warehouse Technologies,Price to Value,2,Oracle Database,,6.309329522,2.553716216,8,,2,
Data Warehouse Technologies,Price to Value,2,SAP BW on HANA,,6.309329522,5.2,7,,2,
Data Warehouse Technologies,Price to Value,2,SAP BW/4HANA,,6.309329522,5.791891892,6,,2,
Data Warehouse Technologies,Price to Value,2,SAP HANA,,6.309329522,1,9,,2,
Data Warehouse Technologies,Price to Value,2,Snowflake CDP,,6.309329522,8.832432432,2,,2,
Data Warehouse Technologies,Time to Market,3,Amazon RedShift,,4.879292638,6.737827035,3,,2,
Data Warehouse Technologies,Time to Market,3,Exasol Database,,4.879292638,8.29539356,1,,2,
Data Warehouse Technologies,Time to Market,3,Google BigQuery,,4.879292638,4.603924419,6,,2,
Data Warehouse Technologies,Time to Market,3,MS SQL Server,,4.879292638,4.655655391,5,,2,
Data Warehouse Technologies,Time to Market,3,Oracle Database,,4.879292638,1,9,,2,
Data Warehouse Technologies,Time to Market,3,SAP BW on HANA,,4.879292638,2.466860465,8,,2,
Data Warehouse Technologies,Time to Market,3,SAP BW/4HANA,,4.879292638,4.315891473,7,,2,
Data Warehouse Technologies,Time to Market,3,SAP HANA,,4.879292638,4.768313953,4,,2,
Data Warehouse Technologies,Time to Market,3,Snowflake CDP,,4.879292638,7.069767442,2,,2,
Data Warehouse Technologies,Recommendation,4,Amazon RedShift,,5.874439901,7.60326087,2,,2,
Data Warehouse Technologies,Recommendation,4,Exasol Database,,5.874439901,10,1,,2,
Data Warehouse Technologies,Recommendation,4,Google BigQuery,,5.874439901,4.408134642,7,,2,
Data Warehouse Technologies,Recommendation,4,MS SQL Server,,5.874439901,5.421230943,5,,2,
Data Warehouse Technologies,Recommendation,4,Oracle Database,,5.874439901,3.134387352,9,,2,
Data Warehouse Technologies,Recommendation,4,SAP BW on HANA,,5.874439901,3.650771388,8,,2,
Data Warehouse Technologies,Recommendation,4,SAP BW/4HANA,,5.874439901,6.47826087,4,,2,
Data Warehouse Technologies,Recommendation,4,SAP HANA,,5.874439901,5.304347826,6,,2,
Data Warehouse Technologies,Recommendation,4,Snowflake CDP,,5.874439901,6.869565217,3,,2,
Data Warehouse Technologies,Product Satisfaction,5,Amazon RedShift,,5.26522321,7.508679209,3,,2,
Data Warehouse Technologies,Product Satisfaction,5,Exasol Database,,5.26522321,10,1,,2,
Data Warehouse Technologies,Product Satisfaction,5,Google BigQuery,,5.26522321,6.038414375,4,,2,
Data Warehouse Technologies,Product Satisfaction,5,MS SQL Server,,5.26522321,5.149395988,6,,2,
Data Warehouse Technologies,Product Satisfaction,5,Oracle Database,,5.26522321,1,9,,2,
Data Warehouse Technologies,Product Satisfaction,5,SAP BW on HANA,,5.26522321,2.247778973,7,,2,
Data Warehouse Technologies,Product Satisfaction,5,SAP BW/4HANA,,5.26522321,5.622187742,5,,2,
Data Warehouse Technologies,Product Satisfaction,5,SAP HANA,,5.26522321,1.397982933,8,,2,
Data Warehouse Technologies,Product Satisfaction,5,Snowflake CDP,,5.26522321,8.422569672,2,,2,
Data Warehouse Technologies,Support Quality,6,Amazon RedShift,,5.646942504,6.732984293,3,,2,
Data Warehouse Technologies,Support Quality,6,Exasol Database,,5.646942504,8.336161762,1,,2,
Data Warehouse Technologies,Support Quality,6,Google BigQuery,,5.646942504,1,9,,2,
Data Warehouse Technologies,Support Quality,6,MS SQL Server,,5.646942504,4.887434555,8,,2,
Data Warehouse Technologies,Support Quality,6,Oracle Database,,5.646942504,5.313955588,5,,2,
Data Warehouse Technologies,Support Quality,6,SAP BW on HANA,,5.646942504,5.216465066,6,,2,
Data Warehouse Technologies,Support Quality,6,SAP BW/4HANA,,5.646942504,6.628272251,4,,2,
Data Warehouse Technologies,Support Quality,6,SAP HANA,,5.646942504,4.910994764,7,,2,
Data Warehouse Technologies,Support Quality,6,Snowflake CDP,,5.646942504,7.796214257,2,,2,
Data Warehouse Technologies,Customer Experience,7,Amazon RedShift,,5.202676802,7.085258672,2,,1,
Data Warehouse Technologies,Customer Experience,7,Exasol Database,,5.202676802,9.156408308,1,,1,
Data Warehouse Technologies,Customer Experience,7,Google BigQuery,,5.202676802,4.417592307,5,,1,
Data Warehouse Technologies,Customer Experience,7,MS SQL Server,,5.202676802,4.163909117,7,,1,
Data Warehouse Technologies,Customer Experience,7,Oracle Database,,5.202676802,4.327934671,6,,1,
Data Warehouse Technologies,Customer Experience,7,SAP BW on HANA,,5.202676802,2.449479556,8,,1,
Data Warehouse Technologies,Customer Experience,7,SAP BW/4HANA,,5.202676802,6.045507285,4,,1,
Data Warehouse Technologies,Customer Experience,7,SAP HANA,,5.202676802,2.288553805,9,,1,
Data Warehouse Technologies,Customer Experience,7,Snowflake CDP,,5.202676802,6.889447497,3,,1,
Data Warehouse Technologies,Performance,8,Amazon RedShift,,4.842972369,5.343023256,4,,2,
Data Warehouse Technologies,Performance,8,Exasol Database,,4.842972369,10,1,,2,
Data Warehouse Technologies,Performance,8,Google BigQuery,,4.842972369,4.760690173,5,,2,
Data Warehouse Technologies,Performance,8,MS SQL Server,,4.842972369,2.8,7,,2,
Data Warehouse Technologies,Performance,8,Oracle Database,,4.842972369,3.416490486,6,,2,
Data Warehouse Technologies,Performance,8,SAP BW on HANA,,4.842972369,2.255813953,8,,2,
Data Warehouse Technologies,Performance,8,SAP BW/4HANA,,4.842972369,6.023255814,3,,2,
Data Warehouse Technologies,Performance,8,SAP HANA,,4.842972369,2.255813953,8,,2,
Data Warehouse Technologies,Performance,8,Snowflake CDP,,4.842972369,6.731663685,2,,2,
Data Warehouse Technologies,Platform Reliability,9,Amazon RedShift,,5.808807028,5.454314721,4,,2,
Data Warehouse Technologies,Platform Reliability,9,Exasol Database,,5.808807028,10,1,,2,
Data Warehouse Technologies,Platform Reliability,9,Google BigQuery,,5.808807028,3.409530047,9,,2,
Data Warehouse Technologies,Platform Reliability,9,MS SQL Server,,5.808807028,3.796679929,8,,2,
Data Warehouse Technologies,Platform Reliability,9,Oracle Database,,5.808807028,5.381633595,5,,2,
Data Warehouse Technologies,Platform Reliability,9,SAP BW on HANA,,5.808807028,4.4706075,7,,2,
Data Warehouse Technologies,Platform Reliability,9,SAP BW/4HANA,,5.808807028,6.345177665,3,,2,
Data Warehouse Technologies,Platform Reliability,9,SAP HANA,,5.808807028,4.883248731,6,,2,
Data Warehouse Technologies,Platform Reliability,9,Snowflake CDP,,5.808807028,8.538071066,2,,2,
Data Warehouse Technologies,Developer Efficiency,10,Amazon RedShift,,4.431413277,7.3984375,2,,2,
Data Warehouse Technologies,Developer Efficiency,10,Exasol Database,,4.431413277,8.770833333,1,,2,
Data Warehouse Technologies,Developer Efficiency,10,Google BigQuery,,4.431413277,1.84375,8,,2,
Data Warehouse Technologies,Developer Efficiency,10,MS SQL Server,,4.431413277,3.973214286,5,,2,
Data Warehouse Technologies,Developer Efficiency,10,Oracle Database,,4.431413277,3.583984375,6,,2,
Data Warehouse Technologies,Developer Efficiency,10,SAP BW on HANA,,4.431413277,1.5625,9,,2,
Data Warehouse Technologies,Developer Efficiency,10,SAP BW/4HANA,,4.431413277,5.21875,3,,2,
Data Warehouse Technologies,Developer Efficiency,10,SAP HANA,,4.431413277,2.3125,7,,2,
Data Warehouse Technologies,Developer Efficiency,10,Snowflake CDP,,4.431413277,5.21875,3,,2,
Data Warehouse Technologies,Usability,11,Amazon RedShift,,6.030579647,9.329787234,1,,2,
Data Warehouse Technologies,Usability,11,Exasol Database,,6.030579647,8.276595745,2,,2,
Data Warehouse Technologies,Usability,11,Google BigQuery,,6.030579647,7.152367879,4,,2,
Data Warehouse Technologies,Usability,11,MS SQL Server,,6.030579647,5.90212766,6,,2,
Data Warehouse Technologies,Usability,11,Oracle Database,,6.030579647,5.456479691,7,,2,
Data Warehouse Technologies,Usability,11,SAP BW on HANA,,6.030579647,2.519560741,8,,2,
Data Warehouse Technologies,Usability,11,SAP BW/4HANA,,6.030579647,6.744680851,5,,2,
Data Warehouse Technologies,Usability,11,SAP HANA,,6.030579647,1,9,,2,
Data Warehouse Technologies,Usability,11,Snowflake CDP,,6.030579647,7.893617021,3,,2,
Data Warehouse Technologies,Innovation,12,Amazon RedShift,,5.311627217,7.872472361,1,,1,
Data Warehouse Technologies,Innovation,12,Exasol Database,,5.311627217,7.842604312,2,,1,
Data Warehouse Technologies,Innovation,12,Google BigQuery,,5.311627217,7.025600965,3,,1,
Data Warehouse Technologies,Innovation,12,MS SQL Server,,5.311627217,4.503983893,5,,1,
Data Warehouse Technologies,Innovation,12,Oracle Database,,5.311627217,3.16191085,7,,1,
Data Warehouse Technologies,Innovation,12,SAP BW on HANA,,5.311627217,1.842943041,8,,1,
Data Warehouse Technologies,Innovation,12,SAP BW/4HANA,,5.311627217,6.126754516,4,,1,
Data Warehouse Technologies,Innovation,12,SAP HANA,,5.311627217,4.116747793,6,,1,
Data Warehouse Technologies,Innovation,12,Snowflake CDP,,5.311627217,n/a,n/a,,1,
Data Warehouse Technologies,Innovation Power,13,Amazon RedShift,,5.587395372,8.018245694,2,,2,
Data Warehouse Technologies,Innovation Power,13,Exasol Database,,5.587395372,7.642490178,3,,2,
Data Warehouse Technologies,Innovation Power,13,Google BigQuery,,5.587395372,7.633726201,4,,2,
Data Warehouse Technologies,Innovation Power,13,MS SQL Server,,5.587395372,4.42039497,6,,2,
Data Warehouse Technologies,Innovation Power,13,Oracle Database,,5.587395372,1.392679057,9,,2,
Data Warehouse Technologies,Innovation Power,13,SAP BW on HANA,,5.587395372,2.317497733,8,,2,
Data Warehouse Technologies,Innovation Power,13,SAP BW/4HANA,,5.587395372,6.377780877,5,,2,
Data Warehouse Technologies,Innovation Power,13,SAP HANA,,5.587395372,2.538349955,7,,2,
Data Warehouse Technologies,Innovation Power,13,Snowflake CDP,,5.587395372,9.945393682,1,,2,
Data Warehouse Technologies,Automation,14,Amazon RedShift,,5.58060885,7.726699029,2,,2,
Data Warehouse Technologies,Automation,14,Exasol Database,,5.58060885,8.042718447,1,,2,
Data Warehouse Technologies,Automation,14,Google BigQuery,,5.58060885,6.417475728,3,,2,
Data Warehouse Technologies,Automation,14,MS SQL Server,,5.58060885,4.587572816,7,,2,
Data Warehouse Technologies,Automation,14,Oracle Database,,5.58060885,4.931142644,6,,2,
Data Warehouse Technologies,Automation,14,SAP BW on HANA,,5.58060885,1.36838835,8,,2,
Data Warehouse Technologies,Automation,14,SAP BW/4HANA,,5.58060885,5.875728155,4,,2,
Data Warehouse Technologies,Automation,14,SAP HANA,,5.58060885,5.695145631,5,,2,
Data Warehouse Technologies,Automation,14,Snowflake CDP,,5.58060885,n/a,n/a,,2,
Data Warehouse Technologies,Technical Capability,15,Amazon RedShift,,6.426899671,7.3177452,3,,1,
Data Warehouse Technologies,Technical Capability,15,Exasol Database,,6.426899671,8.99137931,1,,1,
Data Warehouse Technologies,Technical Capability,15,Google BigQuery,,6.426899671,7.044386211,4,,1,
Data Warehouse Technologies,Technical Capability,15,MS SQL Server,,6.426899671,6.472838458,5,,1,
Data Warehouse Technologies,Technical Capability,15,Oracle Database,,6.426899671,8.38543328,2,,1,
Data Warehouse Technologies,Technical Capability,15,SAP BW on HANA,,6.426899671,1.425373134,7,,1,
Data Warehouse Technologies,Technical Capability,15,SAP BW/4HANA,,6.426899671,5.351142105,6,,1,
Data Warehouse Technologies,Technical Capability,15,SAP HANA,,6.426899671,n/a,n/a,,1,
Data Warehouse Technologies,Technical Capability,15,Snowflake CDP,,6.426899671,n/a,n/a,,1,
Data Warehouse Technologies,Connectivity,16,Amazon RedShift,,6.867346166,8.199160448,2,,2,
Data Warehouse Technologies,Connectivity,16,Exasol Database,,6.867346166,7.982758621,3,,2,
Data Warehouse Technologies,Connectivity,16,Google BigQuery,,6.867346166,7.943909485,4,,2,
Data Warehouse Technologies,Connectivity,16,MS SQL Server,,6.867346166,7.380597015,5,,2,
Data Warehouse Technologies,Connectivity,16,Oracle Database,,6.867346166,8.78887819,1,,2,
Data Warehouse Technologies,Connectivity,16,SAP BW on HANA,,6.867346166,1.850746269,7,,2,
Data Warehouse Technologies,Connectivity,16,SAP BW/4HANA,,6.867346166,5.925373134,6,,2,
Data Warehouse Technologies,Connectivity,16,SAP HANA,,6.867346166,n/a,n/a,,2,
Data Warehouse Technologies,Connectivity,16,Snowflake CDP,,6.867346166,n/a,n/a,,2,
Data Warehouse Technologies,Functionality,17,Amazon RedShift,,5.524218306,6.436329953,3,,2,
Data Warehouse Technologies,Functionality,17,Exasol Database,,5.524218306,10,1,,2,
Data Warehouse Technologies,Functionality,17,Google BigQuery,,5.524218306,6.144862937,4,,2,
Data Warehouse Technologies,Functionality,17,MS SQL Server,,5.524218306,5.5650799,5,,2,
Data Warehouse Technologies,Functionality,17,Oracle Database,,5.524218306,7.98198837,2,,2,
Data Warehouse Technologies,Functionality,17,SAP BW on HANA,,5.524218306,1,9,,2,
Data Warehouse Technologies,Functionality,17,SAP BW/4HANA,,5.524218306,4.776911076,7,,2,
Data Warehouse Technologies,Functionality,17,SAP HANA,,5.524218306,2.600624025,8,,2,
Data Warehouse Technologies,Functionality,17,Snowflake CDP,,5.524218306,5.212168487,6,,2,
Products to Support DW Automation,Customer Satisfaction,1,Datavault Builder,,6.675767776,9.893240937,1,,1,
Products to Support DW Automation,Customer Satisfaction,1,AnalyticsCreator,,6.675767776,9.425052576,2,,1,
Products to Support DW Automation,Customer Satisfaction,1,MS Azure Data Factory,,6.675767776,4.938842456,5,,1,
Products to Support DW Automation,Customer Satisfaction,1,MS SSIS,,6.675767776,4.700443246,6,,1,
Products to Support DW Automation,Customer Satisfaction,1,Oracle Data Integrator,,6.675767776,3.459383117,7,,1,
Products to Support DW Automation,Customer Satisfaction,1,SAP BW/4HANA,,6.675767776,5.752299707,4,,1,
Products to Support DW Automation,Customer Satisfaction,1,TimeXtender,,6.675767776,8.561112394,3,,1,
Products to Support DW Automation,Price to Value,2,Datavault Builder,,7.683239922,9.927027027,1,,2,
Products to Support DW Automation,Price to Value,2,AnalyticsCreator,,7.683239922,9.627027027,2,,2,
Products to Support DW Automation,Price to Value,2,MS Azure Data Factory,,7.683239922,6.789189189,5,,2,
Products to Support DW Automation,Price to Value,2,MS SSIS,,7.683239922,7.514210985,4,,2,
Products to Support DW Automation,Price to Value,2,Oracle Data Integrator,,7.683239922,5.427027027,7,,2,
Products to Support DW Automation,Price to Value,2,SAP BW/4HANA,,7.683239922,5.791891892,6,,2,
Products to Support DW Automation,Price to Value,2,TimeXtender,,7.683239922,8.706306306,3,,2,
Products to Support DW Automation,Time to Market,3,Datavault Builder,,6.440609762,10,1,,2,
Products to Support DW Automation,Time to Market,3,AnalyticsCreator,,6.440609762,9.125656414,2,,2,
Products to Support DW Automation,Time to Market,3,MS Azure Data Factory,,6.440609762,5.102713178,5,,2,
Products to Support DW Automation,Time to Market,3,MS SSIS,,6.440609762,4.768313953,6,,2,
Products to Support DW Automation,Time to Market,3,Oracle Data Integrator,,6.440609762,5.410065407,4,,2,
Products to Support DW Automation,Time to Market,3,SAP BW/4HANA,,6.440609762,4.315891473,7,,2,
Products to Support DW Automation,Time to Market,3,TimeXtender,,6.440609762,6.361627907,3,,2,
Products to Support DW Automation,Recommendation,4,Datavault Builder,,6.248234322,10,1,,2,
Products to Support DW Automation,Recommendation,4,AnalyticsCreator,,6.248234322,9.330995792,3,,2,
Products to Support DW Automation,Recommendation,4,MS Azure Data Factory,,6.248234322,3.650771388,5,,2,
Products to Support DW Automation,Recommendation,4,MS SSIS,,6.248234322,3.567934783,6,,2,
Products to Support DW Automation,Recommendation,4,Oracle Data Integrator,,6.248234322,1,7,,2,
Products to Support DW Automation,Recommendation,4,SAP BW/4HANA,,6.248234322,6.47826087,4,,2,
Products to Support DW Automation,Recommendation,4,TimeXtender,,6.248234322,9.709677419,2,,2,
Products to Support DW Automation,Product Satisfaction,5,Datavault Builder,,6.458091866,9.539177657,2,,2,
Products to Support DW Automation,Product Satisfaction,5,AnalyticsCreator,,6.458091866,9.829049776,1,,2,
Products to Support DW Automation,Product Satisfaction,5,MS Azure Data Factory,,6.458091866,4.470131885,5,,2,
Products to Support DW Automation,Product Satisfaction,5,MS SSIS,,6.458091866,3.188469744,7,,2,
Products to Support DW Automation,Product Satisfaction,5,Oracle Data Integrator,,6.458091866,3.62049069,6,,2,
Products to Support DW Automation,Product Satisfaction,5,SAP BW/4HANA,,6.458091866,5.622187742,4,,2,
Products to Support DW Automation,Product Satisfaction,5,TimeXtender,,6.458091866,8.937135564,3,,2,
Products to Support DW Automation,Support Quality,6,Datavault Builder,,6.849091697,10,1,,2,
Products to Support DW Automation,Support Quality,6,AnalyticsCreator,,6.849091697,9.094071947,2,,2,
Products to Support DW Automation,Support Quality,6,MS Azure Data Factory,,6.849091697,5.712041885,5,,2,
Products to Support DW Automation,Support Quality,6,MS SSIS,,6.849091697,5.358638743,6,,2,
Products to Support DW Automation,Support Quality,6,Oracle Data Integrator,,6.849091697,2.678664921,7,,2,
Products to Support DW Automation,Support Quality,6,SAP BW/4HANA,,6.849091697,6.628272251,4,,2,
Products to Support DW Automation,Support Quality,6,TimeXtender,,6.849091697,8.471952132,3,,2,
Products to Support DW Automation,Customer Experience,7,Datavault Builder,,5.040103045,6.875326963,2,,1,
Products to Support DW Automation,Customer Experience,7,AnalyticsCreator,,5.040103045,7.816989796,1,,1,
Products to Support DW Automation,Customer Experience,7,MS Azure Data Factory,,5.040103045,3.141890803,5,,1,
Products to Support DW Automation,Customer Experience,7,MS SSIS,,5.040103045,2.879430926,6,,1,
Products to Support DW Automation,Customer Experience,7,Oracle Data Integrator,,5.040103045,2.744029073,7,,1,
Products to Support DW Automation,Customer Experience,7,SAP BW/4HANA,,5.040103045,6.045507285,3,,1,
Products to Support DW Automation,Customer Experience,7,TimeXtender,,5.040103045,5.777546467,4,,1,
Products to Support DW Automation,Performance,8,Datavault Builder,,3.391363466,4.139534884,3,,2,
Products to Support DW Automation,Performance,8,AnalyticsCreator,,3.391363466,5.773443361,2,,2,
Products to Support DW Automation,Performance,8,MS Azure Data Factory,,3.391363466,1,7,,2,
Products to Support DW Automation,Performance,8,MS SSIS,,3.391363466,1.51987997,6,,2,
Products to Support DW Automation,Performance,8,Oracle Data Integrator,,3.391363466,2.399709302,5,,2,
Products to Support DW Automation,Performance,8,SAP BW/4HANA,,3.391363466,6.023255814,1,,2,
Products to Support DW Automation,Performance,8,TimeXtender,,3.391363466,2.88372093,4,,2,
Products to Support DW Automation,Platform Reliability,9,Datavault Builder,,3.735178318,1.593908629,5,,2,
Products to Support DW Automation,Platform Reliability,9,AnalyticsCreator,,3.735178318,5.531684952,3,,2,
Products to Support DW Automation,Platform Reliability,9,MS Azure Data Factory,,3.735178318,1.543497287,6,,2,
Products to Support DW Automation,Platform Reliability,9,MS SSIS,,3.735178318,4.517766497,4,,2,
Products to Support DW Automation,Platform Reliability,9,Oracle Data Integrator,,3.735178318,1,7,,2,
Products to Support DW Automation,Platform Reliability,9,SAP BW/4HANA,,3.735178318,6.345177665,1,,2,
Products to Support DW Automation,Platform Reliability,9,TimeXtender,,3.735178318,5.614213198,2,,2,
Products to Support DW Automation,Developer Efficiency,10,Datavault Builder,,5.259208551,9.127155172,2,,2,
Products to Support DW Automation,Developer Efficiency,10,AnalyticsCreator,,5.259208551,10,1,,2,
Products to Support DW Automation,Developer Efficiency,10,MS Azure Data Factory,,5.259208551,3.184375,5,,2,
Products to Support DW Automation,Developer Efficiency,10,MS SSIS,,5.259208551,1,7,,2,
Products to Support DW Automation,Developer Efficiency,10,Oracle Data Integrator,,5.259208551,2.221679688,6,,2,
Products to Support DW Automation,Developer Efficiency,10,SAP BW/4HANA,,5.259208551,5.21875,4,,2,
Products to Support DW Automation,Developer Efficiency,10,TimeXtender,,5.259208551,6.0625,3,,2,
Products to Support DW Automation,Usability,11,Datavault Builder,,7.12219948,10,1,,2,
Products to Support DW Automation,Usability,11,AnalyticsCreator,,7.12219948,8.820178449,2,,2,
Products to Support DW Automation,Usability,11,MS Azure Data Factory,,7.12219948,6.040494166,5,,2,
Products to Support DW Automation,Usability,11,MS SSIS,,7.12219948,5.299245024,6,,2,
Products to Support DW Automation,Usability,11,Oracle Data Integrator,,7.12219948,4.482712766,7,,2,
Products to Support DW Automation,Usability,11,SAP BW/4HANA,,7.12219948,6.744680851,4,,2,
Products to Support DW Automation,Usability,11,TimeXtender,,7.12219948,8.468085106,3,,2,
Products to Support DW Automation,Innovation,12,Datavault Builder,,7.206034792,9.507542942,2,,1,
Products to Support DW Automation,Innovation,12,AnalyticsCreator,,7.206034792,9.980917147,1,,1,
Products to Support DW Automation,Innovation,12,MS Azure Data Factory,,7.206034792,5.957704583,5,,1,
Products to Support DW Automation,Innovation,12,MS SSIS,,7.206034792,4.061694616,6,,1,
Products to Support DW Automation,Innovation,12,Oracle Data Integrator,,7.206034792,n/a,n/a,,1,
Products to Support DW Automation,Innovation,12,SAP BW/4HANA,,7.206034792,6.126754516,4,,1,
Products to Support DW Automation,Innovation,12,TimeXtender,,7.206034792,7.601594944,3,,1,
Products to Support DW Automation,Innovation Power,13,Datavault Builder,,5.854823926,10,1,,2,
Products to Support DW Automation,Innovation Power,13,AnalyticsCreator,,5.854823926,9.961834294,2,,2,
Products to Support DW Automation,Innovation Power,13,MS Azure Data Factory,,5.854823926,4.883952856,5,,2,
Products to Support DW Automation,Innovation Power,13,MS SSIS,,5.854823926,1,7,,2,
Products to Support DW Automation,Innovation Power,13,Oracle Data Integrator,,5.854823926,1.599728015,6,,2,
Products to Support DW Automation,Innovation Power,13,SAP BW/4HANA,,5.854823926,6.377780877,4,,2,
Products to Support DW Automation,Innovation Power,13,TimeXtender,,5.854823926,7.160471442,3,,2,
Products to Support DW Automation,Automation,14,Datavault Builder,,7.848063005,9.015085885,2,,2,
Products to Support DW Automation,Automation,14,AnalyticsCreator,,7.848063005,10,1,,2,
Products to Support DW Automation,Automation,14,MS Azure Data Factory,,7.848063005,7.031456311,5,,2,
Products to Support DW Automation,Automation,14,MS SSIS,,7.848063005,7.123389232,4,,2,
Products to Support DW Automation,Automation,14,Oracle Data Integrator,,7.848063005,n/a,n/a,,2,
Products to Support DW Automation,Automation,14,SAP BW/4HANA,,7.848063005,5.875728155,6,,2,
Products to Support DW Automation,Automation,14,TimeXtender,,7.848063005,8.042718447,3,,2,
Products to Support DW Automation,Technical Capability,15,Datavault Builder,,6.70276543,7.769059177,3,,1,
Products to Support DW Automation,Technical Capability,15,AnalyticsCreator,,6.70276543,9.036827275,2,,1,
Products to Support DW Automation,Technical Capability,15,MS Azure Data Factory,,6.70276543,5.905866533,4,,1,
Products to Support DW Automation,Technical Capability,15,MS SSIS,,6.70276543,5.311853432,6,,1,
Products to Support DW Automation,Technical Capability,15,Oracle Data Integrator,,6.70276543,4.253657852,7,,1,
Products to Support DW Automation,Technical Capability,15,SAP BW/4HANA,,6.70276543,5.351142105,5,,1,
Products to Support DW Automation,Technical Capability,15,TimeXtender,,6.70276543,9.290951638,1,,1,
Products to Support DW Automation,Connectivity,16,Datavault Builder,,7.815019383,8.584920226,4,,2,
Products to Support DW Automation,Connectivity,16,AnalyticsCreator,,7.815019383,9.070534425,3,,2,
Products to Support DW Automation,Connectivity,16,MS Azure Data Factory,,7.815019383,9.126865672,2,,2,
Products to Support DW Automation,Connectivity,16,MS SSIS,,7.815019383,6.253972075,5,,2,
Products to Support DW Automation,Connectivity,16,Oracle Data Integrator,,7.815019383,5.743470149,7,,2,
Products to Support DW Automation,Connectivity,16,SAP BW/4HANA,,7.815019383,5.925373134,6,,2,
Products to Support DW Automation,Connectivity,16,TimeXtender,,7.815019383,10,1,,2,
Products to Support DW Automation,Functionality,17,Datavault Builder,,5.590511478,6.953198128,3,,2,
Products to Support DW Automation,Functionality,17,AnalyticsCreator,,5.590511478,9.003120125,1,,2,
Products to Support DW Automation,Functionality,17,MS Azure Data Factory,,5.590511478,2.684867395,7,,2,
Products to Support DW Automation,Functionality,17,MS SSIS,,5.590511478,4.369734789,5,,2,
Products to Support DW Automation,Functionality,17,Oracle Data Integrator,,5.590511478,2.763845554,6,,2,
Products to Support DW Automation,Functionality,17,SAP BW/4HANA,,5.590511478,4.776911076,4,,2,
Products to Support DW Automation,Functionality,17,TimeXtender,,5.590511478,8.581903276,2,,2,
Data Pipelining Products,Customer Satisfaction,1,MS Azure Data Factory,,4.490154867,4.938842456,2,,1,
Data Pipelining Products,Customer Satisfaction,1,MS SSIS,,4.490154867,4.700443246,3,,1,
Data Pipelining Products,Customer Satisfaction,1,Oracle Data Integrator,,4.490154867,3.459383117,5,,1,
Data Pipelining Products,Customer Satisfaction,1,SAP BW on HANA,,4.490154867,3.599805811,4,,1,
Data Pipelining Products,Customer Satisfaction,1,SAP BW/4HANA,,4.490154867,5.752299707,1,,1,
Data Pipelining Products,Price to Value,2,MS Azure Data Factory,,6.144463819,6.789189189,2,,2,
Data Pipelining Products,Price to Value,2,MS SSIS,,6.144463819,7.514210985,1,,2,
Data Pipelining Products,Price to Value,2,Oracle Data Integrator,,6.144463819,5.427027027,4,,2,
Data Pipelining Products,Price to Value,2,SAP BW on HANA,,6.144463819,5.2,5,,2,
Data Pipelining Products,Price to Value,2,SAP BW/4HANA,,6.144463819,5.791891892,3,,2,
Data Pipelining Products,Time to Market,3,MS Azure Data Factory,,4.412768895,5.102713178,2,,2,
Data Pipelining Products,Time to Market,3,MS SSIS,,4.412768895,4.768313953,3,,2,
Data Pipelining Products,Time to Market,3,Oracle Data Integrator,,4.412768895,5.410065407,1,,2,
Data Pipelining Products,Time to Market,3,SAP BW on HANA,,4.412768895,2.466860465,5,,2,
Data Pipelining Products,Time to Market,3,SAP BW/4HANA,,4.412768895,4.315891473,4,,2,
Data Pipelining Products,Recommendation,4,MS Azure Data Factory,,3.669547686,3.650771388,2,,2,
Data Pipelining Products,Recommendation,4,MS SSIS,,3.669547686,3.567934783,4,,2,
Data Pipelining Products,Recommendation,4,Oracle Data Integrator,,3.669547686,1,5,,2,
Data Pipelining Products,Recommendation,4,SAP BW on HANA,,3.669547686,3.650771388,3,,2,
Data Pipelining Products,Recommendation,4,SAP BW/4HANA,,3.669547686,6.47826087,1,,2,
Data Pipelining Products,Product Satisfaction,5,MS Azure Data Factory,,3.829811807,4.470131885,2,,2,
Data Pipelining Products,Product Satisfaction,5,MS SSIS,,3.829811807,3.188469744,4,,2,
Data Pipelining Products,Product Satisfaction,5,Oracle Data Integrator,,3.829811807,3.62049069,3,,2,
Data Pipelining Products,Product Satisfaction,5,SAP BW on HANA,,3.829811807,2.247778973,5,,2,
Data Pipelining Products,Product Satisfaction,5,SAP BW/4HANA,,3.829811807,5.622187742,1,,2,
Data Pipelining Products,Support Quality,6,MS Azure Data Factory,,5.118816573,5.712041885,2,,2,
Data Pipelining Products,Support Quality,6,MS SSIS,,5.118816573,5.358638743,3,,2,
Data Pipelining Products,Support Quality,6,Oracle Data Integrator,,5.118816573,2.678664921,5,,2,
Data Pipelining Products,Support Quality,6,SAP BW on HANA,,5.118816573,5.216465066,4,,2,
Data Pipelining Products,Support Quality,6,SAP BW/4HANA,,5.118816573,6.628272251,1,,2,
Data Pipelining Products,Customer Experience,7,MS Azure Data Factory,,3.452067529,3.141890803,2,,1,
Data Pipelining Products,Customer Experience,7,MS SSIS,,3.452067529,2.879430926,3,,1,
Data Pipelining Products,Customer Experience,7,Oracle Data Integrator,,3.452067529,2.744029073,4,,1,
Data Pipelining Products,Customer Experience,7,SAP BW on HANA,,3.452067529,2.449479556,5,,1,
Data Pipelining Products,Customer Experience,7,SAP BW/4HANA,,3.452067529,6.045507285,1,,1,
Data Pipelining Products,Performance,8,MS Azure Data Factory,,2.639731808,1,5,,2,
